step,epoch,loss
5.0,0.19230769230769232,10.822746276855469
10.0,0.38461538461538464,10.824518585205078
15.0,0.5769230769230769,10.821829223632813
20.0,0.7692307692307693,10.822142028808594
25.0,0.9615384615384616,10.823236846923828
